2026-07-03 06:04:38 | INFO     | 00_concept_validator | ================================================================================
2026-07-03 06:04:38 | INFO     | 00_concept_validator | CONCEPT VALIDATOR (PASS 0)
2026-07-03 06:04:38 | INFO     | 00_concept_validator | ================================================================================
2026-07-03 06:04:38 | INFO     | 00_concept_validator | Saved: C:\CODES\VQP1\kbprocess\refinement\output\validation_report.json
2026-07-03 06:04:38 | INFO     | 00_concept_validator | Summary
2026-07-03 06:04:38 | INFO     | 00_concept_validator |   Status : PASS
2026-07-03 06:04:38 | INFO     | 00_concept_validator |   total_concepts                        : 29
2026-07-03 06:04:38 | INFO     | 00_concept_validator |   schema_errors                         : 0
2026-07-03 06:04:38 | INFO     | 00_concept_validator |   duplicate_ids                         : 0
2026-07-03 06:04:38 | INFO     | 00_concept_validator |   duplicate_concepts                    : 0
2026-07-03 06:04:38 | INFO     | 00_concept_validator |   dangling_parents                      : 0
2026-07-03 06:04:38 | INFO     | 00_concept_validator |   circular_hierarchies                  : 0
2026-07-03 06:04:38 | INFO     | 00_concept_validator |   orphan_concepts                       : 0
2026-07-03 06:04:38 | INFO     | 00_concept_validator |   concepts_missing_knowledge_nodes      : 0
2026-07-03 06:04:38 | INFO     | 00_concept_validator |   questions_with_no_linked_concepts     : 0
2026-07-03 06:06:05 | INFO     | 01_hierarchy_refiner | ================================================================================
2026-07-03 06:06:05 | INFO     | 01_hierarchy_refiner | HIERARCHY REFINER (PASS 1)
2026-07-03 06:06:05 | INFO     | 01_hierarchy_refiner | ================================================================================
2026-07-03 06:06:05 | INFO     | 01_hierarchy_refiner | 29 concepts loaded from Phase 1
2026-07-03 06:06:05 | INFO     | 01_hierarchy_refiner | Calling LLM to refine hierarchy...
2026-07-03 06:06:05 | INFO     | 01_hierarchy_refiner | LLM call attempt 1/3 (max_tokens=8192)
2026-07-03 06:07:57 | INFO     | 01_hierarchy_refiner | LLM response parsed and validated successfully
2026-07-03 06:07:57 | WARNING  | 01_hierarchy_refiner | Dropped 14 unflagged new concept(s) the model tried to invent: ['Components of Solution (current parent: Solution)', 'Substitutional Solid Solution (current parent: Solid Solutions)', 'Interstitial Solid Solution (current parent: Solid Solutions)', 'Raoult’s Law (current parent: Vapour Pressure)', 'Ideal Solution (current parent: Vapour Pressure)', 'Non-Ideal Solution (current parent: Vapour Pressure)', 'Relative Lowering of Vapour Pressure (current parent: Colligative Properties)', 'Depression in Freezing Point (current parent: Colligative Properties)', 'Elevation in Boiling Point (current parent: Colligative Properties)', 'Isotonic Solutions (current parent: Osmotic Pressure)', 'Hypertonic Solutions (current parent: Osmotic Pressure)', 'Hypotonic Solutions (current parent: Osmotic Pressure)', 'Degree of Association (current parent: Abnormal Molar Mass)', 'Degree of Dissociation (current parent: Abnormal Molar Mass)']
2026-07-03 06:07:57 | WARNING  | 01_hierarchy_refiner | Restored 14 concept(s) the model dropped: ['Components of Solution', 'Substitutional Solid Solution', 'Interstitial Solid Solution', 'Raoult’s Law', 'Ideal Solution', 'Non-Ideal Solution', 'Relative Lowering of Vapour Pressure', 'Depression in Freezing Point', 'Elevation in Boiling Point', 'Isotonic Solutions', 'Hypertonic Solutions', 'Hypotonic Solutions', 'Degree of Association', 'Degree of Dissociation']
2026-07-03 06:07:57 | INFO     | 01_hierarchy_refiner | Saved: C:\CODES\VQP1\kbprocess\refinement\output\chapter_concepts_hierarchy.json
2026-07-03 06:07:57 | INFO     | 01_hierarchy_refiner | Summary
2026-07-03 06:07:57 | INFO     | 01_hierarchy_refiner |   Total concepts (incl. grouping) : 29
2026-07-03 06:07:57 | INFO     | 01_hierarchy_refiner |   Grouping nodes added             : 0
2026-07-03 06:07:57 | INFO     | 01_hierarchy_refiner |   Parent changes                    : 0
2026-07-03 06:08:48 | INFO     | 01_hierarchy_refiner | ================================================================================
2026-07-03 06:08:48 | INFO     | 01_hierarchy_refiner | HIERARCHY REFINER (PASS 1)
2026-07-03 06:08:48 | INFO     | 01_hierarchy_refiner | ================================================================================
2026-07-03 06:08:48 | INFO     | 01_hierarchy_refiner | 29 concepts loaded from Phase 1
2026-07-03 06:08:48 | INFO     | 01_hierarchy_refiner | Calling LLM to refine hierarchy...
2026-07-03 06:08:48 | INFO     | 01_hierarchy_refiner | LLM call attempt 1/3 (max_tokens=8192)
2026-07-03 06:11:09 | INFO     | 01_hierarchy_refiner | LLM response parsed and validated successfully
2026-07-03 06:11:09 | INFO     | 01_hierarchy_refiner | Saved: C:\CODES\VQP1\kbprocess\refinement\output\chapter_concepts_hierarchy.json
2026-07-03 06:11:09 | INFO     | 01_hierarchy_refiner | Summary
2026-07-03 06:11:09 | INFO     | 01_hierarchy_refiner |   Total concepts (incl. grouping) : 29
2026-07-03 06:11:09 | INFO     | 01_hierarchy_refiner |   Grouping nodes added             : 0
2026-07-03 06:11:09 | INFO     | 01_hierarchy_refiner |   Parent changes                    : 4
2026-07-03 06:14:58 | INFO     | 02_concept_normalizer | ================================================================================
2026-07-03 06:14:58 | INFO     | 02_concept_normalizer | CONCEPT NORMALIZER (PASS 2)
2026-07-03 06:14:58 | INFO     | 02_concept_normalizer | ================================================================================
2026-07-03 06:14:58 | INFO     | 02_concept_normalizer | 29 concepts loaded from Pass 1 hierarchy
2026-07-03 06:14:58 | INFO     | 02_concept_normalizer | Round 1: requesting normalization for 29 concept(s)
2026-07-03 06:14:58 | INFO     | 02_concept_normalizer | LLM call attempt 1/3 (max_tokens=8192)
2026-07-03 06:17:03 | INFO     | 02_concept_normalizer | LLM response parsed and validated successfully
2026-07-03 06:17:03 | INFO     | 02_concept_normalizer | Saved: C:\CODES\VQP1\kbprocess\refinement\output\chapter_concepts_normalized.json
2026-07-03 06:17:03 | INFO     | 02_concept_normalizer | Summary
2026-07-03 06:17:03 | INFO     | 02_concept_normalizer |   Normalized concepts : 29
2026-07-03 06:24:16 | INFO     | 02_concept_normalizer | ================================================================================
2026-07-03 06:24:16 | INFO     | 02_concept_normalizer | CONCEPT NORMALIZER (PASS 2)
2026-07-03 06:24:16 | INFO     | 02_concept_normalizer | ================================================================================
2026-07-03 06:24:16 | INFO     | 02_concept_normalizer | 29 concepts loaded from Pass 1 hierarchy
2026-07-03 06:24:16 | INFO     | 02_concept_normalizer | Round 1: requesting normalization for 29 concept(s)
2026-07-03 06:24:16 | INFO     | 02_concept_normalizer | LLM call attempt 1/3 (max_tokens=8192)
2026-07-03 06:27:00 | INFO     | 02_concept_normalizer | LLM response parsed and validated successfully
2026-07-03 06:27:00 | INFO     | 02_concept_normalizer | Saved: C:\CODES\VQP1\kbprocess\refinement\output\chapter_concepts_normalized.json
2026-07-03 06:27:00 | INFO     | 02_concept_normalizer | Summary
2026-07-03 06:27:00 | INFO     | 02_concept_normalizer |   Normalized concepts : 29
2026-07-03 06:28:13 | INFO     | 03_relationship_builder | ================================================================================
2026-07-03 06:28:13 | INFO     | 03_relationship_builder | RELATIONSHIP BUILDER (PASS 3)
2026-07-03 06:28:13 | INFO     | 03_relationship_builder | ================================================================================
2026-07-03 06:28:13 | INFO     | 03_relationship_builder | 29 concepts loaded from Pass 2 normalization
2026-07-03 06:28:13 | INFO     | 03_relationship_builder | Calling LLM to build relationships...
2026-07-03 06:28:13 | INFO     | 03_relationship_builder | LLM call attempt 1/3 (max_tokens=8192)
2026-07-03 06:28:22 | INFO     | 03_relationship_builder | LLM response parsed and validated successfully
2026-07-03 06:28:22 | INFO     | 03_relationship_builder | Saved: C:\CODES\VQP1\kbprocess\refinement\output\chapter_relationships.json
2026-07-03 06:28:22 | INFO     | 03_relationship_builder | Summary
2026-07-03 06:28:22 | INFO     | 03_relationship_builder |   Relationships : 2
2026-07-03 06:28:22 | INFO     | 03_relationship_builder |     example_of      : 2
2026-07-03 06:29:59 | INFO     | 03_relationship_builder | ================================================================================
2026-07-03 06:29:59 | INFO     | 03_relationship_builder | RELATIONSHIP BUILDER (PASS 3)
2026-07-03 06:29:59 | INFO     | 03_relationship_builder | ================================================================================
2026-07-03 06:29:59 | INFO     | 03_relationship_builder | 29 concepts loaded from Pass 2 normalization
2026-07-03 06:29:59 | INFO     | 03_relationship_builder | Calling LLM to build relationships...
2026-07-03 06:29:59 | INFO     | 03_relationship_builder | LLM call attempt 1/3 (max_tokens=8192)
2026-07-03 06:30:52 | WARNING  | 03_relationship_builder | Attempt 1 failed: Only 15 relationship(s) returned; expected at least 29 for this many concepts. Be more thorough -- check every concept pair for a plausible connection.
2026-07-03 06:30:55 | INFO     | 03_relationship_builder | LLM call attempt 2/3 (max_tokens=16384)
2026-07-03 06:32:28 | WARNING  | 03_relationship_builder | Attempt 2 failed: Only 22 relationship(s) returned; expected at least 29 for this many concepts. Be more thorough -- check every concept pair for a plausible connection.
2026-07-03 06:32:31 | INFO     | 03_relationship_builder | LLM call attempt 3/3 (max_tokens=32768)
2026-07-03 06:34:08 | WARNING  | 03_relationship_builder | Attempt 3 failed: Only 23 relationship(s) returned; expected at least 29 for this many concepts. Be more thorough -- check every concept pair for a plausible connection.
2026-07-03 06:34:08 | ERROR    | 03_relationship_builder | All 3 attempts failed. Saving raw response for inspection.
2026-07-03 06:34:08 | ERROR    | 03_relationship_builder | Raw response saved to C:\CODES\VQP1\kbprocess\refinement\output\03_raw_output.txt
2026-07-03 06:34:30 | INFO     | 03_relationship_builder | ================================================================================
2026-07-03 06:34:30 | INFO     | 03_relationship_builder | RELATIONSHIP BUILDER (PASS 3)
2026-07-03 06:34:30 | INFO     | 03_relationship_builder | ================================================================================
2026-07-03 06:34:30 | INFO     | 03_relationship_builder | 29 concepts loaded from Pass 2 normalization
2026-07-03 06:34:30 | INFO     | 03_relationship_builder | Calling LLM to build relationships...
2026-07-03 06:34:30 | INFO     | 03_relationship_builder | LLM call attempt 1/3 (max_tokens=8192)
2026-07-03 06:35:09 | WARNING  | 03_relationship_builder | Attempt 1 failed: Only 11 relationship(s) returned; expected at least 14 for this many concepts. Be more thorough -- check every concept pair for a plausible connection.
2026-07-03 06:35:12 | INFO     | 03_relationship_builder | LLM call attempt 2/3 (max_tokens=16384)
2026-07-03 06:37:47 | INFO     | 05_question_refiner | ================================================================================
2026-07-03 06:37:47 | INFO     | 05_question_refiner | QUESTION REFINER (PASS 5)
2026-07-03 06:37:47 | INFO     | 05_question_refiner | ================================================================================
2026-07-03 06:37:47 | INFO     | 05_question_refiner | 44 original question_bank entries loaded
2026-07-03 06:37:47 | INFO     | 05_question_refiner | Round 1: requesting grouping for 44 entries
2026-07-03 06:37:47 | INFO     | 05_question_refiner | LLM call attempt 1/3 (max_tokens=8192)
2026-07-03 06:42:18 | WARNING  | 05_question_refiner | Attempt 1 failed: id 'TN_Q006' is used in more than one group
2026-07-03 06:42:21 | INFO     | 05_question_refiner | LLM call attempt 2/3 (max_tokens=16384)
2026-07-03 06:45:01 | INFO     | 05_question_refiner | LLM response parsed and validated successfully
2026-07-03 06:45:01 | WARNING  | 05_question_refiner | 21 id(s) still ungrouped after round 1: ['TN_Q006', 'TN_Q008', 'TN_Q010', 'TN_Q011', 'TN_Q013', 'TN_Q015', 'TN_Q017', 'TN_Q019', 'TN_Q021', 'TN_Q023', 'TN_Q025', 'TN_Q027', 'TN_Q029', 'TN_Q031', 'TN_Q033', 'TN_Q035', 'TN_Q038', 'TN_Q039', 'TN_Q040', 'TN_Q042', 'TN_Q044']
2026-07-03 06:45:01 | INFO     | 05_question_refiner | Round 2: requesting grouping for 21 entries
2026-07-03 06:45:01 | INFO     | 05_question_refiner | LLM call attempt 1/3 (max_tokens=8192)
2026-07-03 06:45:12 | WARNING  | 03_relationship_builder | Attempt 2 failed: HTTPConnectionPool(host='127.0.0.1', port=1234): Read timed out. (read timeout=600)
2026-07-03 06:45:15 | INFO     | 03_relationship_builder | LLM call attempt 3/3 (max_tokens=32768)
2026-07-03 06:46:07 | INFO     | 05_question_refiner | LLM response parsed and validated successfully
2026-07-03 06:46:07 | WARNING  | 05_question_refiner | 1 id(s) still ungrouped after round 2: ['TN_Q029']
2026-07-03 06:46:07 | INFO     | 05_question_refiner | Round 3: requesting grouping for 1 entries
2026-07-03 06:46:07 | INFO     | 05_question_refiner | LLM call attempt 1/3 (max_tokens=8192)
2026-07-03 06:46:12 | INFO     | 05_question_refiner | LLM response parsed and validated successfully
2026-07-03 06:46:12 | INFO     | 05_question_refiner | Saved: C:\CODES\VQP1\kbprocess\refinement\output\chapter_questions_refined.json
2026-07-03 06:46:12 | INFO     | 05_question_refiner | Summary
2026-07-03 06:46:12 | INFO     | 05_question_refiner |   Refined questions : 38
2026-07-03 06:46:12 | INFO     | 05_question_refiner |   With an answer     : 5
2026-07-03 06:46:12 | INFO     | 05_question_refiner |     important        : 7
2026-07-03 06:46:12 | INFO     | 05_question_refiner |     numerical        : 2
2026-07-03 06:46:12 | INFO     | 05_question_refiner |     self_assessment  : 4
2026-07-03 06:46:12 | INFO     | 05_question_refiner |     short_answer     : 25
2026-07-03 06:47:09 | INFO     | 03_relationship_builder | LLM response parsed and validated successfully
2026-07-03 06:47:09 | INFO     | 03_relationship_builder | Saved: C:\CODES\VQP1\kbprocess\refinement\output\chapter_relationships.json
2026-07-03 06:47:09 | INFO     | 03_relationship_builder | Summary
2026-07-03 06:47:09 | INFO     | 03_relationship_builder |   Relationships : 23
2026-07-03 06:47:09 | INFO     | 03_relationship_builder |     depends_on      : 5
2026-07-03 06:47:09 | INFO     | 03_relationship_builder |     example_of      : 1
2026-07-03 06:47:09 | INFO     | 03_relationship_builder |     related_to      : 11
2026-07-03 06:47:09 | INFO     | 03_relationship_builder |     used_in         : 6
2026-07-03 11:05:43 | INFO     | run_concept_pipeline | ================================================================================
